"","siteID","year","season","total_count_per_100_trapnight","richness","domain_id","site_name","site_type","latitude","longitude","mean_elevation_m","minimum_elevation_m","maximum_elevation_m","mean_annual_temperature_C","mean_annual_precipitation_mm","dominant_wind_direction","mean_canopy_height_m","dominant_nlcd_classes","domint_plant_species","usgs_geology_unit","megapit_soil_family","soil_subgroup","avg_number_of_green_days","avg_green_max_doy"
"242","NIWO","2016","summer",10.7659090909091,7,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"243","NIWO","2017","spring",3.45833333333333,4,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"244","NIWO","2017","summer",9.01666666666667,7,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"245","NIWO","2018","spring",3.83333333333333,4,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"246","NIWO","2018","summer",5.38730158730159,6,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"247","NIWO","2019","fall",6,3,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"248","NIWO","2019","summer",7.34126984126984,6,"D13","Niwot Ridge NEON","Core Terrestrial",40.05425,-105.58237,3490,2975,3583,0.3,1005,"WNW","0.2","Evergreen Forest|Grassland/Herbaceous","Abies lasiocarpa (subapline fir)|Picea engelmannii (Engelmann spruce)|Vaccinium sp. (blueberry sp.)","COXb;0","Coarse, loamy, mixed, superactive. Typic Haplocryolls.","Typic Haplocryolls",130,"190"
"249","NOGP","2016","fall",18.2222222222222,5,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"250","NOGP","2016","spring",31.3724943864776,7,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"251","NOGP","2016","summer",6.38888888888889,5,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"252","NOGP","2017","spring",8.75,6,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"253","NOGP","2017","summer",8.86111111111111,8,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"254","NOGP","2018","spring",9.16666666666667,8,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"255","NOGP","2018","summer",14.4325396825397,8,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"256","NOGP","2019","spring",10.5416666666667,6,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"257","NOGP","2019","summer",21.882399333758,10,"D09","Northern Great Plains Research Laboratory NEON","Relocatable Terrestrial",46.76972,-100.91535,589,517,592,5.9,457,"NNE","0.4","Grassland/Herbaceous","Elaeagnus angustifolia (Russian olive)|Poa pratensis (Kentucky bluegrass)|Symphoricarpos occidentalis (Western snowberry)","NDQol;0","Fine, loamy, mixed, superactive, frigid. Typic Argiustolls.","Typic Argiustolls",175,"170"
"258","OAES","2015","fall",29.2777777777778,9,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"259","OAES","2015","spring",19.9047619047619,9,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"260","OAES","2015","summer",18.463961038961,9,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"261","OAES","2016","spring",20.6954842543078,9,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"262","OAES","2016","summer",37.3780703705216,11,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"263","OAES","2017","fall",12.5833333333333,7,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"264","OAES","2017","spring",9.6,6,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"265","OAES","2017","summer",11.7225880063089,9,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"266","OAES","2018","fall",5.16666666666667,6,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"267","OAES","2018","spring",7.11111111111111,7,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"268","OAES","2018","summer",8.23638664768233,8,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"269","OAES","2019","spring",7.83333333333333,8,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"270","OAES","2019","summer",4.78055555555556,6,"D11","Marvin Klemme Range Research Station NEON","Relocatable Terrestrial",35.410599,-99.058779,519,487,531,15.5,779,"SE","1","Grassland/Herbaceous|Shrub/Scrub","Bouteloua dactyloides (buffalo grass)|Bouteloua gracilis (blue gramma)|Bouteloua curtipendula (sideoats gramma)","OKPdy;0","","Lithic Haplustepts",240,"135|270"
"271","ONAQ","2014","fall",21.9499254833253,10,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"272","ONAQ","2014","spring",13.9185383244207,7,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"273","ONAQ","2014","summer",20.8594810373055,11,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"274","ONAQ","2015","fall",21.7946225940126,9,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"275","ONAQ","2015","spring",15.6771502399409,8,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"276","ONAQ","2015","summer",25.2475980195405,9,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"277","ONAQ","2016","fall",12.3634259259259,8,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"278","ONAQ","2016","spring",13.7319339575154,7,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"279","ONAQ","2016","summer",14.7868598404141,7,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"280","ONAQ","2017","spring",7.44548941798942,6,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"281","ONAQ","2017","summer",16.8880253908961,8,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"282","ONAQ","2018","spring",14.3333333333333,11,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"283","ONAQ","2018","summer",10.4092592592593,8,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"284","ONAQ","2019","fall",21,5,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"285","ONAQ","2019","spring",8.6218253968254,5,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"286","ONAQ","2019","summer",13.4241666666667,7,"D15","Onaqui NEON","Core Terrestrial",40.177599,-112.45245,1662,1599,2061,9,288,"SW","1.2","Evergreen Forest|Shrub/Scrub","Artemisia tridentata (big sagebrush)|Ceratocephala testiculata (curveseed butterwort)|Bromus tectorum (cheatgrass)","UTQa;0","Fine, loamy, mixed, superactive, mesic. Xeric Haplocalcids.","Xeric Haplocalcids",205,"130"
"287","ORNL","2014","fall",2.5,2,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"288","ORNL","2014","spring",3.19166666666667,4,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"289","ORNL","2014","summer",4.76641414141414,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"290","ORNL","2015","spring",9.40791316526611,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"291","ORNL","2015","summer",20.7847222222222,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"292","ORNL","2016","spring",14.454415954416,7,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"293","ORNL","2016","summer",11.2870490620491,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"294","ORNL","2017","fall",7.11111111111111,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"295","ORNL","2017","spring",8.98108716297122,5,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"296","ORNL","2017","summer",10.9722222222222,4,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"297","ORNL","2018","fall",9.16666666666667,5,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"298","ORNL","2018","spring",9.64188466084108,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"299","ORNL","2018","summer",9.66666666666667,6,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"300","ORNL","2019","fall",9.97222222222222,2,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"301","ORNL","2019","spring",7.29166666666667,5,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"302","ORNL","2019","summer",19.2193287037037,7,"D07","Oak Ridge NEON","Core Terrestrial",35.964128,-84.282588,344,230,356,14.4,1340,"WNW","28","Deciduous Forest|Evergreen Forest|Pasture/Hay","Acer rubrum (red maple)|Nyssa sylvatica (sour gum)|Quercus monta (chestnut oak)","TNOnc;10|TNCAcr;10","Fine, kaolinitic, thermic. Typic Paleudults.","Typic Paleudults",225,"140"
"303","OSBS","2013","fall",2.33333333333333,1,"D03","Ordway-Swisher Biological Station NEON","Core Terrestrial",29.689282,-81.993431,46,22,49,20.9,1302,"NE","23","Emergent Herbaceous Wetlands|Evergreen Forest|Woody Wetlands","Quercus laevis (turkey oak)|Pinus palustris (longleaf pine)|Aristida beyrichia (Beyrich threeawn)","FLPOc;0","","Typic Quartzipsam-ments",245,"150"
"304","OSBS","2013","summer",3.27380952380952,2,"D03","Ordway-Swisher Biological Station NEON","Core Terrestrial",29.689282,-81.993431,46,22,49,20.9,1302,"NE","23","Emergent Herbaceous Wetlands|Evergreen Forest|Woody Wetlands","Quercus laevis (turkey oak)|Pinus palustris (longleaf pine)|Aristida beyrichia (Beyrich threeawn)","FLPOc;0","","Typic Quartzipsam-ments",245,"150"
"305","OSBS","2014","spring",7.8,3,"D03","Ordway-Swisher Biological Station NEON","Core Terrestrial",29.689282,-81.993431,46,22,49,20.9,1302,"NE","23","Emergent Herbaceous Wetlands|Evergreen Forest|Woody Wetlands","Quercus laevis (turkey oak)|Pinus palustris (longleaf pine)|Aristida beyrichia (Beyrich threeawn)","FLPOc;0","","Typic Quartzipsam-ments",245,"150"
"306","OSBS","2014","summer",4.125,3,"D03","Ordway-Swisher Biological Station NEON","Core Terrestrial",29.689282,-81.993431,46,22,49,20.9,1302,"NE","23","Emergent Herbaceous Wetlands|Evergreen Forest|Woody Wetlands","Quercus laevis (turkey oak)|Pinus palustris (longleaf pine)|Aristida beyrichia (Beyrich threeawn)","FLPOc;0","","Typic Quartzipsam-ments",245,"150"
"307","OSBS","2015","fall",2,2,"D03","Ordway-Swisher Biological Station NEON","Core Terrestrial",29.689282,-81.993431,46,22,49,20.9,1302,"NE","23","Emergent Herbaceous Wetlands|Evergreen Forest|Woody Wetlands","Quercus laevis (turkey oak)|Pinus palustris (longleaf pine)|Aristida beyrichia (Beyrich threeawn)","FLPOc;0","","Typic Quartzipsam-ments",245,"150"
